USN,Status,User Created,Student Created,Mother Created,Father Created,Present Address,Permanent Address,Entrance Exams,SSLC Record,PUC Record,Error Message
4AL23CS051,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS053,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS054,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS055,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS056,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS057,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS058,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS059,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS060,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS061,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS062,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS063,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS064,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS065,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS066,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS067,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS068,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS069,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS070,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS071,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS172,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS073,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS074,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS075,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS076,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS077,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS078,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS079,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS080,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS081,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS082,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS083,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS084,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS085,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS086,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS087,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS088,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS089,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS090,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS091,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS092,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS093,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS094,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS095,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS096,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS097,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS098,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS099,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS100,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS101,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS102,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS103,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS104,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS105,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS106,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS107,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS108,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS109,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS110,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS111,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS112,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS113,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS114,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS115,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS116,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS117,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS119,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS120,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS121,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS122,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS123,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS124,PARTIAL,true,true,false,false,false,false,false,false,false,"Student record already exists, skipped"
4AL23CS125,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS126,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS127,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS128,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS129,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS130,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS131,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS132,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS133,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS134,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS135,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS136,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS137,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS138,FAILED,true,false,false,false,false,false,false,false,false,"Student creation failed: 
Invalid `prisma.student.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\importStudents.ts:292:34

  289 const dob = safelyParseDate(row['Date of Birth ']);
  290 
  291 // Insert student with reference to the user
→ 292 await prisma.student.create({
        data: {
          usn: '4AL23CS138',
          firstName: 'SANDEEP GT',
          middleName: 9901643589,
                      ~~~~~~~~~~
          lastName: '',
          email: 'sandeepgt45@gmail.com',
          phone: '9901643589',
          dob: new Date('1970-01-01T00:00:38.069Z'),
          gender: 'Male',
          batchId: '2023',
          departmentId: 3,
          semester: 4,
          section: 'A',
          admissionYear: 2023,
          userId: 5712
        }
      })

Argument middleName: Got invalid value 9901643589 on prisma.createOneStudent. Provided Int, expected String or Null.

"
4AL23CS139,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS140,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS141,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS142,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS143,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS144,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS145,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS146,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS147,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS148,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS149,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS150,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS152,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS153,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS154,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS155,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS156,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS157,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS158,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS159,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS160,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS161,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS162,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS163,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS164,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS165,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS166,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS167,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS168,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS169,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS170,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS171,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS172,PARTIAL,true,true,false,false,false,false,false,false,false,"Student record already exists, skipped"
4AL23CS173,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS174,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS175,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS176,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS177,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS178,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS179,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS180,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS181,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS182,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS183,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS184,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS185,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS186,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS187,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS188,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS189,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL23CS190,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL24CS400,PARTIAL,true,true,false,false,false,false,false,false,false,"Student record already exists, skipped"
4AL24CS401,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL24CS402,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL24CS403,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL24CS404,PARTIAL,true,true,false,false,false,false,false,false,false,"Student record already exists, skipped"
4AL24CS405,PARTIAL,true,true,false,false,false,false,false,false,false,"Student record already exists, skipped"
4AL24CS406,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL24CS407,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL24CS408,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL24CS409,SUCCESS,true,true,true,true,true,true,true,true,true,""
4AL24CS410,PARTIAL,true,true,false,false,false,false,false,false,false,"Student record already exists, skipped"
4AL24CS411,PARTIAL,true,true,false,false,false,false,false,false,false,"Student record already exists, skipped"
4AL24CS412,PARTIAL,true,true,false,false,false,false,false,false,false,"Student record already exists, skipped"
4AL23CS900,PARTIAL,true,true,false,false,false,false,false,false,false,"Student record already exists, skipped"
